"MTU (UTC)","Generation - Solar  [MW] Day Ahead/ BZN|CH","Generation - Solar  [MW] Intraday / BZN|CH","Generation - Solar  [MW] Current / BZN|CH","Generation - Wind Offshore  [MW] Day Ahead/ BZN|CH","Generation - Wind Offshore  [MW] Intraday / BZN|CH","Generation - Wind Offshore  [MW] Current / BZN|CH","Generation - Wind Onshore  [MW] Day Ahead/ BZN|CH","Generation - Wind Onshore  [MW] Intraday / BZN|CH","Generation - Wind Onshore  [MW] Current / BZN|CH"
"30.06.2020 20:00 - 30.06.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"30.06.2020 21:00 - 30.06.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"30.06.2020 22:00 - 30.06.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"30.06.2020 23:00 - 01.07.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"01.07.2020 00:00 - 01.07.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"01.07.2020 01:00 - 01.07.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"01.07.2020 02:00 - 01.07.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"01.07.2020 03:00 - 01.07.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"01.07.2020 04:00 - 01.07.2020 05:00","7","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"01.07.2020 05:00 - 01.07.2020 06:00","28","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"01.07.2020 06:00 - 01.07.2020 07:00","67","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"01.07.2020 07:00 - 01.07.2020 08:00","115","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"01.07.2020 08:00 - 01.07.2020 09:00","154","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"01.07.2020 09:00 - 01.07.2020 10:00","183","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"01.07.2020 10:00 - 01.07.2020 11:00","199","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"01.07.2020 11:00 - 01.07.2020 12:00","198","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"01.07.2020 12:00 - 01.07.2020 13:00","184","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"01.07.2020 13:00 - 01.07.2020 14:00","160","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"01.07.2020 14:00 - 01.07.2020 15:00","130","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"01.07.2020 15:00 - 01.07.2020 16:00","95","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"01.07.2020 16:00 - 01.07.2020 17:00","60","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"01.07.2020 17:00 - 01.07.2020 18:00","32","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"01.07.2020 18:00 - 01.07.2020 19:00","13","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"01.07.2020 19:00 - 01.07.2020 20:00","1","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"01.07.2020 20:00 - 01.07.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"01.07.2020 21:00 - 01.07.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"01.07.2020 22:00 - 01.07.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"01.07.2020 23:00 - 02.07.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.07.2020 00:00 - 02.07.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.07.2020 01:00 - 02.07.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.07.2020 02:00 - 02.07.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.07.2020 03:00 - 02.07.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.07.2020 04:00 - 02.07.2020 05:00","6","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.07.2020 05:00 - 02.07.2020 06:00","22","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.07.2020 06:00 - 02.07.2020 07:00","42","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.07.2020 07:00 - 02.07.2020 08:00","67","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.07.2020 08:00 - 02.07.2020 09:00","89","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.07.2020 09:00 - 02.07.2020 10:00","109","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.07.2020 10:00 - 02.07.2020 11:00","123","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.07.2020 11:00 - 02.07.2020 12:00","131","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.07.2020 12:00 - 02.07.2020 13:00","131","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.07.2020 13:00 - 02.07.2020 14:00","122","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.07.2020 14:00 - 02.07.2020 15:00","102","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.07.2020 15:00 - 02.07.2020 16:00","75","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.07.2020 16:00 - 02.07.2020 17:00","48","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.07.2020 17:00 - 02.07.2020 18:00","25","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.07.2020 18:00 - 02.07.2020 19:00","10","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.07.2020 19:00 - 02.07.2020 20:00","1","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.07.2020 20:00 - 02.07.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.07.2020 21:00 - 02.07.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.07.2020 22:00 - 02.07.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"02.07.2020 23:00 - 03.07.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.07.2020 00:00 - 03.07.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.07.2020 01:00 - 03.07.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.07.2020 02:00 - 03.07.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.07.2020 03:00 - 03.07.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.07.2020 04:00 - 03.07.2020 05:00","4","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.07.2020 05:00 - 03.07.2020 06:00","14","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.07.2020 06:00 - 03.07.2020 07:00","32","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.07.2020 07:00 - 03.07.2020 08:00","56","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.07.2020 08:00 - 03.07.2020 09:00","78","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.07.2020 09:00 - 03.07.2020 10:00","99","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.07.2020 10:00 - 03.07.2020 11:00","113","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.07.2020 11:00 - 03.07.2020 12:00","120","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.07.2020 12:00 - 03.07.2020 13:00","117","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.07.2020 13:00 - 03.07.2020 14:00","107","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.07.2020 14:00 - 03.07.2020 15:00","90","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.07.2020 15:00 - 03.07.2020 16:00","70","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.07.2020 16:00 - 03.07.2020 17:00","48","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.07.2020 17:00 - 03.07.2020 18:00","26","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.07.2020 18:00 - 03.07.2020 19:00","10","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.07.2020 19:00 - 03.07.2020 20:00","1","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.07.2020 20:00 - 03.07.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.07.2020 21:00 - 03.07.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.07.2020 22:00 - 03.07.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"03.07.2020 23:00 - 04.07.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.07.2020 00:00 - 04.07.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.07.2020 01:00 - 04.07.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.07.2020 02:00 - 04.07.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.07.2020 03:00 - 04.07.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.07.2020 04:00 - 04.07.2020 05:00","7","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.07.2020 05:00 - 04.07.2020 06:00","27","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.07.2020 06:00 - 04.07.2020 07:00","63","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.07.2020 07:00 - 04.07.2020 08:00","109","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.07.2020 08:00 - 04.07.2020 09:00","146","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.07.2020 09:00 - 04.07.2020 10:00","178","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.07.2020 10:00 - 04.07.2020 11:00","200","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.07.2020 11:00 - 04.07.2020 12:00","207","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.07.2020 12:00 - 04.07.2020 13:00","203","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.07.2020 13:00 - 04.07.2020 14:00","186","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.07.2020 14:00 - 04.07.2020 15:00","159","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.07.2020 15:00 - 04.07.2020 16:00","124","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.07.2020 16:00 - 04.07.2020 17:00","84","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.07.2020 17:00 - 04.07.2020 18:00","44","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.07.2020 18:00 - 04.07.2020 19:00","16","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.07.2020 19:00 - 04.07.2020 20:00","2","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.07.2020 20:00 - 04.07.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.07.2020 21:00 - 04.07.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.07.2020 22:00 - 04.07.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"04.07.2020 23:00 - 05.07.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.07.2020 00:00 - 05.07.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.07.2020 01:00 - 05.07.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.07.2020 02:00 - 05.07.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.07.2020 03:00 - 05.07.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.07.2020 04:00 - 05.07.2020 05:00","6","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.07.2020 05:00 - 05.07.2020 06:00","25","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.07.2020 06:00 - 05.07.2020 07:00","61","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.07.2020 07:00 - 05.07.2020 08:00","104","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.07.2020 08:00 - 05.07.2020 09:00","138","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.07.2020 09:00 - 05.07.2020 10:00","169","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.07.2020 10:00 - 05.07.2020 11:00","192","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.07.2020 11:00 - 05.07.2020 12:00","204","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.07.2020 12:00 - 05.07.2020 13:00","202","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.07.2020 13:00 - 05.07.2020 14:00","185","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.07.2020 14:00 - 05.07.2020 15:00","158","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.07.2020 15:00 - 05.07.2020 16:00","124","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.07.2020 16:00 - 05.07.2020 17:00","84","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.07.2020 17:00 - 05.07.2020 18:00","44","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.07.2020 18:00 - 05.07.2020 19:00","16","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.07.2020 19:00 - 05.07.2020 20:00","2","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.07.2020 20:00 - 05.07.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.07.2020 21:00 - 05.07.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.07.2020 22:00 - 05.07.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"05.07.2020 23:00 - 06.07.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.07.2020 00:00 - 06.07.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.07.2020 01:00 - 06.07.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.07.2020 02:00 - 06.07.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.07.2020 03:00 - 06.07.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.07.2020 04:00 - 06.07.2020 05:00","6","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.07.2020 05:00 - 06.07.2020 06:00","23","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.07.2020 06:00 - 06.07.2020 07:00","48","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.07.2020 07:00 - 06.07.2020 08:00","78","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.07.2020 08:00 - 06.07.2020 09:00","102","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.07.2020 09:00 - 06.07.2020 10:00","123","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.07.2020 10:00 - 06.07.2020 11:00","138","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.07.2020 11:00 - 06.07.2020 12:00","142","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.07.2020 12:00 - 06.07.2020 13:00","136","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.07.2020 13:00 - 06.07.2020 14:00","124","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.07.2020 14:00 - 06.07.2020 15:00","104","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.07.2020 15:00 - 06.07.2020 16:00","80","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.07.2020 16:00 - 06.07.2020 17:00","54","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.07.2020 17:00 - 06.07.2020 18:00","30","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.07.2020 18:00 - 06.07.2020 19:00","11","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.07.2020 19:00 - 06.07.2020 20:00","1","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.07.2020 20:00 - 06.07.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.07.2020 21:00 - 06.07.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.07.2020 22:00 - 06.07.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"06.07.2020 23:00 - 07.07.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.07.2020 00:00 - 07.07.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.07.2020 01:00 - 07.07.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.07.2020 02:00 - 07.07.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.07.2020 03:00 - 07.07.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.07.2020 04:00 - 07.07.2020 05:00","5","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.07.2020 05:00 - 07.07.2020 06:00","23","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.07.2020 06:00 - 07.07.2020 07:00","53","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.07.2020 07:00 - 07.07.2020 08:00","92","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.07.2020 08:00 - 07.07.2020 09:00","128","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.07.2020 09:00 - 07.07.2020 10:00","162","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.07.2020 10:00 - 07.07.2020 11:00","190","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.07.2020 11:00 - 07.07.2020 12:00","206","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.07.2020 12:00 - 07.07.2020 13:00","207","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.07.2020 13:00 - 07.07.2020 14:00","194","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.07.2020 14:00 - 07.07.2020 15:00","168","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.07.2020 15:00 - 07.07.2020 16:00","133","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.07.2020 16:00 - 07.07.2020 17:00","92","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.07.2020 17:00 - 07.07.2020 18:00","48","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.07.2020 18:00 - 07.07.2020 19:00","17","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.07.2020 19:00 - 07.07.2020 20:00","2","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.07.2020 20:00 - 07.07.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.07.2020 21:00 - 07.07.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.07.2020 22:00 - 07.07.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"07.07.2020 23:00 - 08.07.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.07.2020 00:00 - 08.07.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.07.2020 01:00 - 08.07.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.07.2020 02:00 - 08.07.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.07.2020 03:00 - 08.07.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.07.2020 04:00 - 08.07.2020 05:00","7","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.07.2020 05:00 - 08.07.2020 06:00","27","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.07.2020 06:00 - 08.07.2020 07:00","67","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.07.2020 07:00 - 08.07.2020 08:00","116","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.07.2020 08:00 - 08.07.2020 09:00","155","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.07.2020 09:00 - 08.07.2020 10:00","187","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.07.2020 10:00 - 08.07.2020 11:00","212","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.07.2020 11:00 - 08.07.2020 12:00","223","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.07.2020 12:00 - 08.07.2020 13:00","221","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.07.2020 13:00 - 08.07.2020 14:00","204","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.07.2020 14:00 - 08.07.2020 15:00","175","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.07.2020 15:00 - 08.07.2020 16:00","136","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.07.2020 16:00 - 08.07.2020 17:00","92","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.07.2020 17:00 - 08.07.2020 18:00","47","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.07.2020 18:00 - 08.07.2020 19:00","16","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.07.2020 19:00 - 08.07.2020 20:00","2","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.07.2020 20:00 - 08.07.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.07.2020 21:00 - 08.07.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.07.2020 22:00 - 08.07.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"08.07.2020 23:00 - 09.07.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.07.2020 00:00 - 09.07.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.07.2020 01:00 - 09.07.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.07.2020 02:00 - 09.07.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.07.2020 03:00 - 09.07.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.07.2020 04:00 - 09.07.2020 05:00","6","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.07.2020 05:00 - 09.07.2020 06:00","27","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.07.2020 06:00 - 09.07.2020 07:00","67","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.07.2020 07:00 - 09.07.2020 08:00","115","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.07.2020 08:00 - 09.07.2020 09:00","154","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.07.2020 09:00 - 09.07.2020 10:00","187","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.07.2020 10:00 - 09.07.2020 11:00","209","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.07.2020 11:00 - 09.07.2020 12:00","218","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.07.2020 12:00 - 09.07.2020 13:00","213","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.07.2020 13:00 - 09.07.2020 14:00","195","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.07.2020 14:00 - 09.07.2020 15:00","166","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.07.2020 15:00 - 09.07.2020 16:00","129","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.07.2020 16:00 - 09.07.2020 17:00","88","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.07.2020 17:00 - 09.07.2020 18:00","45","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.07.2020 18:00 - 09.07.2020 19:00","16","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.07.2020 19:00 - 09.07.2020 20:00","1","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.07.2020 20:00 - 09.07.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.07.2020 21:00 - 09.07.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.07.2020 22:00 - 09.07.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.07.2020 23:00 - 10.07.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.07.2020 00:00 - 10.07.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.07.2020 01:00 - 10.07.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.07.2020 02:00 - 10.07.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.07.2020 03:00 - 10.07.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.07.2020 04:00 - 10.07.2020 05:00","6","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.07.2020 05:00 - 10.07.2020 06:00","27","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.07.2020 06:00 - 10.07.2020 07:00","67","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.07.2020 07:00 - 10.07.2020 08:00","117","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.07.2020 08:00 - 10.07.2020 09:00","155","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.07.2020 09:00 - 10.07.2020 10:00","180","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.07.2020 10:00 - 10.07.2020 11:00","184","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.07.2020 11:00 - 10.07.2020 12:00","174","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.07.2020 12:00 - 10.07.2020 13:00","155","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.07.2020 13:00 - 10.07.2020 14:00","129","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.07.2020 14:00 - 10.07.2020 15:00","97","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.07.2020 15:00 - 10.07.2020 16:00","69","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.07.2020 16:00 - 10.07.2020 17:00","43","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
