"MTU (UTC)","Generation - Solar  [MW] Day Ahead/ BZN|CH","Generation - Solar  [MW] Intraday / BZN|CH","Generation - Solar  [MW] Current / BZN|CH","Generation - Wind Offshore  [MW] Day Ahead/ BZN|CH","Generation - Wind Offshore  [MW] Intraday / BZN|CH","Generation - Wind Offshore  [MW] Current / BZN|CH","Generation - Wind Onshore  [MW] Day Ahead/ BZN|CH","Generation - Wind Onshore  [MW] Intraday / BZN|CH","Generation - Wind Onshore  [MW] Current / BZN|CH"
"09.01.2020 15:00 - 09.01.2020 16:00","14","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.01.2020 16:00 - 09.01.2020 17:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.01.2020 17:00 - 09.01.2020 18:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.01.2020 18:00 - 09.01.2020 19:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.01.2020 19:00 - 09.01.2020 20:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.01.2020 20:00 - 09.01.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.01.2020 21:00 - 09.01.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.01.2020 22:00 - 09.01.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"09.01.2020 23:00 - 10.01.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.01.2020 00:00 - 10.01.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.01.2020 01:00 - 10.01.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.01.2020 02:00 - 10.01.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.01.2020 03:00 - 10.01.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.01.2020 04:00 - 10.01.2020 05:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.01.2020 05:00 - 10.01.2020 06:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.01.2020 06:00 - 10.01.2020 07:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.01.2020 07:00 - 10.01.2020 08:00","4","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.01.2020 08:00 - 10.01.2020 09:00","19","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.01.2020 09:00 - 10.01.2020 10:00","42","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.01.2020 10:00 - 10.01.2020 11:00","68","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.01.2020 11:00 - 10.01.2020 12:00","69","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.01.2020 12:00 - 10.01.2020 13:00","59","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.01.2020 13:00 - 10.01.2020 14:00","44","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.01.2020 14:00 - 10.01.2020 15:00","27","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.01.2020 15:00 - 10.01.2020 16:00","9","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.01.2020 16:00 - 10.01.2020 17:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.01.2020 17:00 - 10.01.2020 18:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.01.2020 18:00 - 10.01.2020 19:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.01.2020 19:00 - 10.01.2020 20:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.01.2020 20:00 - 10.01.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.01.2020 21:00 - 10.01.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.01.2020 22:00 - 10.01.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.01.2020 23:00 - 11.01.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.01.2020 00:00 - 11.01.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.01.2020 01:00 - 11.01.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.01.2020 02:00 - 11.01.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.01.2020 03:00 - 11.01.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.01.2020 04:00 - 11.01.2020 05:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.01.2020 05:00 - 11.01.2020 06:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.01.2020 06:00 - 11.01.2020 07:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.01.2020 07:00 - 11.01.2020 08:00","2","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.01.2020 08:00 - 11.01.2020 09:00","13","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.01.2020 09:00 - 11.01.2020 10:00","30","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.01.2020 10:00 - 11.01.2020 11:00","50","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.01.2020 11:00 - 11.01.2020 12:00","55","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.01.2020 12:00 - 11.01.2020 13:00","53","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.01.2020 13:00 - 11.01.2020 14:00","46","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.01.2020 14:00 - 11.01.2020 15:00","33","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.01.2020 15:00 - 11.01.2020 16:00","13","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.01.2020 16:00 - 11.01.2020 17:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.01.2020 17:00 - 11.01.2020 18:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.01.2020 18:00 - 11.01.2020 19:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.01.2020 19:00 - 11.01.2020 20:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.01.2020 20:00 - 11.01.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.01.2020 21:00 - 11.01.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.01.2020 22:00 - 11.01.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.01.2020 23:00 - 12.01.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.01.2020 00:00 - 12.01.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.01.2020 01:00 - 12.01.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.01.2020 02:00 - 12.01.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.01.2020 03:00 - 12.01.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.01.2020 04:00 - 12.01.2020 05:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.01.2020 05:00 - 12.01.2020 06:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.01.2020 06:00 - 12.01.2020 07:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.01.2020 07:00 - 12.01.2020 08:00","4","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.01.2020 08:00 - 12.01.2020 09:00","20","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.01.2020 09:00 - 12.01.2020 10:00","43","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.01.2020 10:00 - 12.01.2020 11:00","70","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.01.2020 11:00 - 12.01.2020 12:00","74","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.01.2020 12:00 - 12.01.2020 13:00","70","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.01.2020 13:00 - 12.01.2020 14:00","59","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.01.2020 14:00 - 12.01.2020 15:00","41","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.01.2020 15:00 - 12.01.2020 16:00","17","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.01.2020 16:00 - 12.01.2020 17:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.01.2020 17:00 - 12.01.2020 18:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.01.2020 18:00 - 12.01.2020 19:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.01.2020 19:00 - 12.01.2020 20:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.01.2020 20:00 - 12.01.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.01.2020 21:00 - 12.01.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.01.2020 22:00 - 12.01.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.01.2020 23:00 - 13.01.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.01.2020 00:00 - 13.01.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.01.2020 01:00 - 13.01.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.01.2020 02:00 - 13.01.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.01.2020 03:00 - 13.01.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.01.2020 04:00 - 13.01.2020 05:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.01.2020 05:00 - 13.01.2020 06:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.01.2020 06:00 - 13.01.2020 07:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.01.2020 07:00 - 13.01.2020 08:00","4","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.01.2020 08:00 - 13.01.2020 09:00","18","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.01.2020 09:00 - 13.01.2020 10:00","43","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.01.2020 10:00 - 13.01.2020 11:00","69","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.01.2020 11:00 - 13.01.2020 12:00","67","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.01.2020 12:00 - 13.01.2020 13:00","60","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.01.2020 13:00 - 13.01.2020 14:00","50","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.01.2020 14:00 - 13.01.2020 15:00","36","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.01.2020 15:00 - 13.01.2020 16:00","16","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.01.2020 16:00 - 13.01.2020 17:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.01.2020 17:00 - 13.01.2020 18:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.01.2020 18:00 - 13.01.2020 19:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.01.2020 19:00 - 13.01.2020 20:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.01.2020 20:00 - 13.01.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.01.2020 21:00 - 13.01.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.01.2020 22:00 - 13.01.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.01.2020 23:00 - 14.01.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.01.2020 00:00 - 14.01.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.01.2020 01:00 - 14.01.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.01.2020 02:00 - 14.01.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.01.2020 03:00 - 14.01.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.01.2020 04:00 - 14.01.2020 05:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.01.2020 05:00 - 14.01.2020 06:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.01.2020 06:00 - 14.01.2020 07:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.01.2020 07:00 - 14.01.2020 08:00","4","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.01.2020 08:00 - 14.01.2020 09:00","21","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.01.2020 09:00 - 14.01.2020 10:00","48","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.01.2020 10:00 - 14.01.2020 11:00","78","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.01.2020 11:00 - 14.01.2020 12:00","82","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.01.2020 12:00 - 14.01.2020 13:00","75","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.01.2020 13:00 - 14.01.2020 14:00","62","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.01.2020 14:00 - 14.01.2020 15:00","42","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.01.2020 15:00 - 14.01.2020 16:00","17","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.01.2020 16:00 - 14.01.2020 17:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.01.2020 17:00 - 14.01.2020 18:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.01.2020 18:00 - 14.01.2020 19:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.01.2020 19:00 - 14.01.2020 20:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.01.2020 20:00 - 14.01.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.01.2020 21:00 - 14.01.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.01.2020 22:00 - 14.01.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.01.2020 23:00 - 15.01.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.01.2020 00:00 - 15.01.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.01.2020 01:00 - 15.01.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.01.2020 02:00 - 15.01.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.01.2020 03:00 - 15.01.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.01.2020 04:00 - 15.01.2020 05:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.01.2020 05:00 - 15.01.2020 06:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.01.2020 06:00 - 15.01.2020 07:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.01.2020 07:00 - 15.01.2020 08:00","4","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.01.2020 08:00 - 15.01.2020 09:00","20","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.01.2020 09:00 - 15.01.2020 10:00","46","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.01.2020 10:00 - 15.01.2020 11:00","75","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.01.2020 11:00 - 15.01.2020 12:00","81","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.01.2020 12:00 - 15.01.2020 13:00","76","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.01.2020 13:00 - 15.01.2020 14:00","64","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.01.2020 14:00 - 15.01.2020 15:00","45","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.01.2020 15:00 - 15.01.2020 16:00","19","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.01.2020 16:00 - 15.01.2020 17:00","1","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.01.2020 17:00 - 15.01.2020 18:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.01.2020 18:00 - 15.01.2020 19:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.01.2020 19:00 - 15.01.2020 20:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.01.2020 20:00 - 15.01.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.01.2020 21:00 - 15.01.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.01.2020 22:00 - 15.01.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.01.2020 23:00 - 16.01.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.01.2020 00:00 - 16.01.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.01.2020 01:00 - 16.01.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.01.2020 02:00 - 16.01.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.01.2020 03:00 - 16.01.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.01.2020 04:00 - 16.01.2020 05:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.01.2020 05:00 - 16.01.2020 06:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.01.2020 06:00 - 16.01.2020 07:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.01.2020 07:00 - 16.01.2020 08:00","4","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.01.2020 08:00 - 16.01.2020 09:00","18","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.01.2020 09:00 - 16.01.2020 10:00","43","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.01.2020 10:00 - 16.01.2020 11:00","69","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.01.2020 11:00 - 16.01.2020 12:00","75","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.01.2020 12:00 - 16.01.2020 13:00","71","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.01.2020 13:00 - 16.01.2020 14:00","61","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.01.2020 14:00 - 16.01.2020 15:00","43","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.01.2020 15:00 - 16.01.2020 16:00","19","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.01.2020 16:00 - 16.01.2020 17:00","1","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.01.2020 17:00 - 16.01.2020 18:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.01.2020 18:00 - 16.01.2020 19:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.01.2020 19:00 - 16.01.2020 20:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.01.2020 20:00 - 16.01.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.01.2020 21:00 - 16.01.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.01.2020 22:00 - 16.01.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.01.2020 23:00 - 17.01.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.01.2020 00:00 - 17.01.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.01.2020 01:00 - 17.01.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.01.2020 02:00 - 17.01.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.01.2020 03:00 - 17.01.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.01.2020 04:00 - 17.01.2020 05:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.01.2020 05:00 - 17.01.2020 06:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.01.2020 06:00 - 17.01.2020 07:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.01.2020 07:00 - 17.01.2020 08:00","5","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.01.2020 08:00 - 17.01.2020 09:00","21","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.01.2020 09:00 - 17.01.2020 10:00","48","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.01.2020 10:00 - 17.01.2020 11:00","75","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.01.2020 11:00 - 17.01.2020 12:00","74","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.01.2020 12:00 - 17.01.2020 13:00","63","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.01.2020 13:00 - 17.01.2020 14:00","46","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.01.2020 14:00 - 17.01.2020 15:00","29","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.01.2020 15:00 - 17.01.2020 16:00","11","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.01.2020 16:00 - 17.01.2020 17:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.01.2020 17:00 - 17.01.2020 18:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.01.2020 18:00 - 17.01.2020 19:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.01.2020 19:00 - 17.01.2020 20:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.01.2020 20:00 - 17.01.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.01.2020 21:00 - 17.01.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.01.2020 22:00 - 17.01.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.01.2020 23:00 - 18.01.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.01.2020 00:00 - 18.01.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.01.2020 01:00 - 18.01.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.01.2020 02:00 - 18.01.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.01.2020 03:00 - 18.01.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.01.2020 04:00 - 18.01.2020 05:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.01.2020 05:00 - 18.01.2020 06:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.01.2020 06:00 - 18.01.2020 07:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.01.2020 07:00 - 18.01.2020 08:00","3","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.01.2020 08:00 - 18.01.2020 09:00","16","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.01.2020 09:00 - 18.01.2020 10:00","37","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.01.2020 10:00 - 18.01.2020 11:00","58","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.01.2020 11:00 - 18.01.2020 12:00","59","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.01.2020 12:00 - 18.01.2020 13:00","55","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.01.2020 13:00 - 18.01.2020 14:00","48","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.01.2020 14:00 - 18.01.2020 15:00","36","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.01.2020 15:00 - 18.01.2020 16:00","17","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.01.2020 16:00 - 18.01.2020 17:00","1","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.01.2020 17:00 - 18.01.2020 18:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.01.2020 18:00 - 18.01.2020 19:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.01.2020 19:00 - 18.01.2020 20:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.01.2020 20:00 - 18.01.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.01.2020 21:00 - 18.01.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.01.2020 22:00 - 18.01.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.01.2020 23:00 - 19.01.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"19.01.2020 00:00 - 19.01.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"19.01.2020 01:00 - 19.01.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"19.01.2020 02:00 - 19.01.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"19.01.2020 03:00 - 19.01.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"19.01.2020 04:00 - 19.01.2020 05:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"19.01.2020 05:00 - 19.01.2020 06:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"19.01.2020 06:00 - 19.01.2020 07:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"19.01.2020 07:00 - 19.01.2020 08:00","4","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"19.01.2020 08:00 - 19.01.2020 09:00","16","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"19.01.2020 09:00 - 19.01.2020 10:00","36","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"19.01.2020 10:00 - 19.01.2020 11:00","57","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"19.01.2020 11:00 - 19.01.2020 12:00","59","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
